"team","week","yardage_type","yards","offset","offset2","outcome"
"nfl-min",14,"passing",221,129,1,"win"
"nfl-min",13,"rushing",72,0,-1,"loss"
"nfl-min",13,"passing",317,72,1,"loss"
"nfl-min",12,"rushing",31,0,-1,"loss"
"nfl-min",12,"passing",94,31,1,"loss"
"nfl-min",11,"rushing",191,0,-1,"win"
"nfl-min",11,"passing",174,191,1,"win"
"nfl-min",10,"rushing",94,0,-1,"loss"
"nfl-min",10,"passing",248,94,1,"loss"
"nfl-min",9,"rushing",263,0,-1,"win"
"nfl-min",9,"passing",122,263,1,"win"
"nfl-min",8,"rushing",145,0,-1,"win"
"nfl-min",8,"passing",148,145,1,"win"
"nfl-min",7,"rushing",147,0,-1,"win"
"nfl-min",7,"passing",180,147,1,"win"
"nfl-min",6,"rushing",140,0,-1,"win"
"nfl-min",6,"passing",285,140,1,"win"
"nfl-min",5,"rushing",84,0,-1,"win"
"nfl-min",5,"passing",237,84,1,"win"
"nfl-min",4,"rushing",113,0,-1,"loss"
"nfl-min",4,"passing",212,113,1,"loss"
"nfl-min",3,"rushing",163,0,-1,"win"
"nfl-min",3,"passing",121,163,1,"win"
"nfl-min",2,"rushing",199,0,-1,"win"
"nfl-min",2,"passing",151,199,1,"win"
"nfl-min",1,"rushing",71,0,-1,"loss"
"nfl-min",1,"passing",177,71,1,"loss"
"nfl-ne",16,"rushing",70,0,-1,"loss"
"nfl-ne",16,"passing",126,70,1,"loss"
"nfl-ne",15,"rushing",63,0,-1,"loss"
"nfl-ne",15,"passing",221,63,1,"loss"
"nfl-ne",14,"rushing",93,0,-1,"win"
"nfl-ne",14,"passing",253,93,1,"win"
"nfl-ne",13,"rushing",116,0,-1,"win"
"nfl-ne",13,"passing",197,116,1,"win"
"nfl-ne",12,"rushing",103,0,-1,"loss"
"nfl-ne",12,"passing",324,103,1,"loss"
"nfl-ne",11,"rushing",39,0,-1,"loss"
"nfl-ne",11,"passing",262,39,1,"loss"
"nfl-ne",10,"rushing",85,0,-1,"win"
"nfl-ne",10,"passing",271,85,1,"win"
"nfl-ne",9,"rushing",77,0,-1,"win"
"nfl-ne",9,"passing",329,77,1,"win"
"nfl-ne",8,"rushing",161,0,-1,"win"
"nfl-ne",8,"passing",299,161,1,"win"
"nfl-ne",7,"rushing",95,0,-1,"win"
"nfl-ne",7,"passing",342,95,1,"win"
"nfl-ne",6,"rushing",16,0,-1,"win"
"nfl-ne",6,"passing",337,16,1,"win"
"nfl-ne",5,"rushing",116,0,-1,"win"
"nfl-ne",5,"passing",301,116,1,"win"
"nfl-ne",4,"rushing",109,0,-1,"win"
"nfl-ne",4,"passing",247,109,1,"win"
"nfl-ne",3,"rushing",125,0,-1,"win"
"nfl-ne",3,"passing",346,125,1,"win"
"nfl-ne",2,"rushing",56,0,-1,"win"
"nfl-ne",2,"passing",451,56,1,"win"
"nfl-ne",1,"rushing",80,0,-1,"win"
"nfl-ne",1,"passing",281,80,1,"win"
"nfl-no",16,"rushing",67,0,-1,"win"
"nfl-no",16,"passing",323,67,1,"win"
"nfl-no",15,"rushing",135,0,-1,"win"
"nfl-no",15,"passing",402,135,1,"win"
"nfl-no",14,"rushing",69,0,-1,"loss"
"nfl-no",14,"passing",330,69,1,"loss"
"nfl-no",13,"rushing",87,0,-1,"win"
"nfl-no",13,"passing",301,87,1,"win"
"nfl-no",12,"rushing",70,0,-1,"loss"
"nfl-no",12,"passing",264,70,1,"loss"
"nfl-no",11,"rushing",50,0,-1,"loss"
"nfl-no",11,"passing",218,50,1,"loss"
"nfl-no",10,"rushing",158,0,-1,"loss"
"nfl-no",10,"passing",192,158,1,"loss"
"nfl-no",9,"rushing",61,0,-1,"loss"
"nfl-no",9,"passing",355,61,1,"loss"
"nfl-no",8,"rushing",103,0,-1,"win"
"nfl-no",8,"passing",505,103,1,"win"
"nfl-no",7,"rushing",183,0,-1,"win"
"nfl-no",7,"passing",266,183,1,"win"
"nfl-no",6,"rushing",81,0,-1,"win"
"nfl-no",6,"passing",304,81,1,"win"
"nfl-no",5,"rushing",96,0,-1,"loss"
"nfl-no",5,"passing",292,96,1,"loss"
"nfl-no",4,"rushing",103,0,-1,"win"
"nfl-no",4,"passing",335,103,1,"win"
"nfl-no",3,"rushing",70,0,-1,"loss"
"nfl-no",3,"passing",310,70,1,"loss"
"nfl-no",2,"rushing",104,0,-1,"loss"
"nfl-no",2,"passing",219,104,1,"loss"
"nfl-no",1,"rushing",54,0,-1,"loss"
"nfl-no",1,"passing",354,54,1,"loss"
"nfl-nyg",16,"rushing",208,0,-1,"loss"
"nfl-nyg",16,"passing",294,208,1,"loss"
"nfl-nyg",15,"rushing",91,0,-1,"loss"
"nfl-nyg",15,"passing",272,91,1,"loss"
"nfl-nyg",14,"rushing",161,0,-1,"loss"
"nfl-nyg",14,"passing",245,161,1,"loss"
"nfl-nyg",13,"rushing",92,0,-1,"win"
"nfl-nyg",13,"passing",337,92,1,"win"
"nfl-nyg",12,"rushing",74,0,-1,"loss"
"nfl-nyg",12,"passing",281,74,1,"loss"
"nfl-nyg",11,"rushing",33,0,-1,"loss"
"nfl-nyg",11,"passing",299,33,1,"loss"
"nfl-nyg",10,"rushing",80,0,-1,"loss"
"nfl-nyg",10,"passing",342,80,1,"loss"
"nfl-nyg",9,"rushing",114,0,-1,"win"
"nfl-nyg",9,"passing",213,114,1,"win"
"nfl-nyg",8,"rushing",87,0,-1,"loss"
"nfl-nyg",8,"passing",329,87,1,"loss"
"nfl-nyg",7,"rushing",132,0,-1,"win"
"nfl-nyg",7,"passing",157,132,1,"win"
"nfl-nyg",6,"rushing",81,0,-1,"loss"
"nfl-nyg",6,"passing",166,81,1,"loss"
"nfl-nyg",5,"rushing",84,0,-1,"win"
"nfl-nyg",5,"passing",441,84,1,"win"
"nfl-nyg",4,"rushing",92,0,-1,"win"
"nfl-nyg",4,"passing",211,92,1,"win"
"nfl-nyg",3,"rushing",84,0,-1,"win"
"nfl-nyg",3,"passing",279,84,1,"win"
"nfl-nyg",2,"rushing",97,0,-1,"loss"
"nfl-nyg",2,"passing",291,97,1,"loss"
"nfl-nyg",1,"rushing",99,0,-1,"loss"
"nfl-nyg",1,"passing",190,99,1,"loss"
"nfl-nyj",16,"rushing",122,0,-1,"loss"
"nfl-nyj",16,"passing",178,122,1,"loss"
"nfl-nyj",15,"rushing",143,0,-1,"win"
"nfl-nyj",15,"passing",285,143,1,"win"
"nfl-nyj",14,"rushing",73,0,-1,"win"
"nfl-nyj",14,"passing",299,73,1,"win"
"nfl-nyj",13,"rushing",183,0,-1,"win"
"nfl-nyj",13,"passing",256,183,1,"win"
"nfl-nyj",12,"rushing",90,0,-1,"win"
"nfl-nyj",12,"passing",373,90,1,"win"
"nfl-nyj",11,"rushing",137,0,-1,"win"
"nfl-nyj",11,"passing",274,137,1,"win"
"nfl-nyj",10,"rushing",70,0,-1,"loss"
"nfl-nyj",10,"passing",197,70,1,"loss"
"nfl-nyj",9,"rushing",128,0,-1,"loss"
"nfl-nyj",9,"passing",190,128,1,"loss"
"nfl-nyj",8,"rushing",29,0,-1,"win"
"nfl-nyj",8,"passing",261,29,1,"win"
"nfl-nyj",7,"rushing",74,0,-1,"loss"
"nfl-nyj",7,"passing",292,74,1,"loss"
"nfl-nyj",6,"rushing",89,0,-1,"loss"
"nfl-nyj",6,"passing",283,89,1,"loss"
"nfl-nyj",5,"rushing",221,0,-1,"win"
"nfl-nyj",5,"passing",253,221,1,"win"
"nfl-nyj",4,"rushing",207,0,-1,"win"
"nfl-nyj",4,"passing",218,207,1,"win"
"nfl-nyj",3,"rushing",47,0,-1,"loss"
"nfl-nyj",3,"passing",276,47,1,"loss"
"nfl-nyj",2,"rushing",101,0,-1,"win"
"nfl-nyj",2,"passing",243,101,1,"win"
"nfl-nyj",1,"rushing",154,0,-1,"win"
"nfl-nyj",1,"passing",179,154,1,"win"
"nfl-oak",16,"rushing",48,0,-1,"loss"
"nfl-oak",16,"passing",157,48,1,"loss"
"nfl-oak",15,"rushing",106,0,-1,"win"
"nfl-oak",15,"passing",175,106,1,"win"
"nfl-oak",14,"rushing",120,0,-1,"loss"
"nfl-oak",14,"passing",252,120,1,"loss"
"nfl-oak",13,"rushing",27,0,-1,"win"
"nfl-oak",13,"passing",99,27,1,"win"
"nfl-oak",12,"rushing",99,0,-1,"loss"
"nfl-oak",12,"passing",262,99,1,"loss"
"nfl-oak",11,"rushing",84,0,-1,"win"
"nfl-oak",11,"passing",323,84,1,"win"
"nfl-oak",10,"rushing",52,0,-1,"loss"
"nfl-oak",10,"passing",164,52,1,"loss"
"nfl-oak",9,"rushing",84,0,-1,"loss"
"nfl-oak",9,"passing",287,84,1,"loss"
"nfl-oak",8,"rushing",139,0,-1,"loss"
"nfl-oak",8,"passing",301,139,1,"loss"
"nfl-oak",7,"rushing",118,0,-1,"win"
"nfl-oak",7,"passing",333,118,1,"win"
"nfl-oak",6,"rushing",130,0,-1,"win"
"nfl-oak",6,"passing",282,130,1,"win"
"nfl-oak",5,"rushing",65,0,-1,"loss"
"nfl-oak",5,"passing",223,65,1,"loss"
"nfl-oak",4,"rushing",70,0,-1,"loss"
"nfl-oak",4,"passing",173,70,1,"loss"
"nfl-oak",3,"rushing",155,0,-1,"win"
"nfl-oak",3,"passing",314,155,1,"win"
"nfl-oak",2,"rushing",97,0,-1,"win"
"nfl-oak",2,"passing",351,97,1,"win"
"nfl-oak",1,"rushing",63,0,-1,"loss"
"nfl-oak",1,"passing",183,63,1,"loss"
"nfl-phi",16,"rushing",120,0,-1,"win"
"nfl-phi",16,"passing",315,120,1,"win"
"nfl-phi",15,"rushing",45,0,-1,"loss"
"nfl-phi",15,"passing",353,45,1,"loss"
"nfl-phi",14,"rushing",74,0,-1,"loss"
"nfl-phi",14,"passing",350,74,1,"loss"
"nfl-phi",13,"rushing",116,0,-1,"win"
"nfl-phi",13,"passing",232,116,1,"win"
"nfl-phi",12,"rushing",128,0,-1,"win"
"nfl-phi",12,"passing",120,128,1,"win"
"nfl-phi",11,"rushing",68,0,-1,"loss"
"nfl-phi",11,"passing",159,68,1,"loss"
"nfl-phi",10,"rushing",136,0,-1,"loss"
"nfl-phi",10,"passing",247,136,1,"loss"
"nfl-phi",9,"rushing",83,0,-1,"loss"
"nfl-phi",9,"passing",353,83,1,"loss"
"nfl-phi",8,"rushing",172,0,-1,"win"
"nfl-phi",8,"passing",287,172,1,"win"
"nfl-phi",7,"rushing",177,0,-1,"loss"
"nfl-phi",7,"passing",172,177,1,"loss"
"nfl-phi",6,"rushing",158,0,-1,"win"
"nfl-phi",6,"passing",270,158,1,"win"
"nfl-phi",5,"rushing",186,0,-1,"win"
"nfl-phi",5,"passing",333,186,1,"win"
"nfl-phi",4,"rushing",87,0,-1,"loss"
"nfl-phi",4,"passing",233,87,1,"loss"
"nfl-phi",3,"rushing",123,0,-1,"win"
"nfl-phi",3,"passing",108,123,1,"win"
"nfl-phi",2,"rushing",7,0,-1,"loss"
"nfl-phi",2,"passing",219,7,1,"loss"
"nfl-phi",1,"rushing",63,0,-1,"loss"
"nfl-phi",1,"passing",336,63,1,"loss"
"nfl-pit",16,"rushing",30,0,-1,"win"
"nfl-pit",16,"passing",349,30,1,"win"
"nfl-pit",15,"rushing",110,0,-1,"loss"
"nfl-pit",15,"passing",198,110,1,"loss"
"nfl-pit",14,"rushing",23,0,-1,"win"
"nfl-pit",14,"passing",354,23,1,"win"
"nfl-pit",13,"rushing",84,0,-1,"win"
"nfl-pit",13,"passing",270,84,1,"win"
"nfl-pit",12,"rushing",158,0,-1,"win"
"nfl-pit",12,"passing",364,158,1,"win"
"nfl-pit",11,"rushing",58,0,-1,"loss"
"nfl-pit",11,"passing",480,58,1,"loss"
"nfl-pit",10,"rushing",60,0,-1,"win"
"nfl-pit",10,"passing",399,60,1,"win"
"nfl-pit",9,"rushing",195,0,-1,"win"
"nfl-pit",9,"passing",402,195,1,"win"
"nfl-pit",8,"rushing",116,0,-1,"loss"
"nfl-pit",8,"passing",240,116,1,"loss"
"nfl-pit",7,"rushing",147,0,-1,"loss"
"nfl-pit",7,"passing",192,147,1,"loss"
"nfl-pit",6,"rushing",141,0,-1,"win"
"nfl-pit",6,"passing",169,141,1,"win"
"nfl-pit",5,"rushing",155,0,-1,"win"
"nfl-pit",5,"passing",194,155,1,"win"
"nfl-pit",4,"rushing",167,0,-1,"loss"
"nfl-pit",4,"passing",96,167,1,"loss"
"nfl-pit",3,"rushing",62,0,-1,"win"
"nfl-pit",3,"passing",197,62,1,"win"
"nfl-pit",2,"rushing",84,0,-1,"win"
"nfl-pit",2,"passing",369,84,1,"win"
"nfl-pit",1,"rushing",134,0,-1,"loss"
"nfl-pit",1,"passing",330,134,1,"loss"
"nfl-sd",16,"rushing",110,0,-1,"loss"
"nfl-sd",16,"passing",207,110,1,"loss"
"nfl-sd",15,"rushing",72,0,-1,"loss"
"nfl-sd",15,"passing",271,72,1,"loss"
"nfl-sd",14,"rushing",140,0,-1,"win"
"nfl-sd",14,"passing",302,140,1,"win"
"nfl-sd",13,"rushing",44,0,-1,"loss"
"nfl-sd",13,"passing",236,44,1,"loss"
"nfl-sd",12,"rushing",93,0,-1,"loss"
"nfl-sd",12,"passing",179,93,1,"loss"
"nfl-sd",11,"rushing",79,0,-1,"win"
"nfl-sd",11,"passing",290,79,1,"win"
"nfl-sd",10,"rushing",52,0,-1,"loss"
"nfl-sd",10,"passing",149,52,1,"loss"
"nfl-sd",9,"rushing",77,0,-1,"loss"
"nfl-sd",9,"passing",262,77,1,"loss"
"nfl-sd",8,"rushing",81,0,-1,"loss"
"nfl-sd",8,"passing",290,81,1,"loss"
"nfl-sd",7,"rushing",90,0,-1,"loss"
"nfl-sd",7,"passing",327,90,1,"loss"
"nfl-sd",6,"rushing",60,0,-1,"loss"
"nfl-sd",6,"passing",488,60,1,"loss"
"nfl-sd",5,"rushing",52,0,-1,"loss"
"nfl-sd",5,"passing",354,52,1,"loss"
"nfl-sd",4,"rushing",91,0,-1,"win"
"nfl-sd",4,"passing",347,91,1,"win"
"nfl-sd",3,"rushing",90,0,-1,"loss"
"nfl-sd",3,"passing",279,90,1,"loss"
"nfl-sd",2,"rushing",131,0,-1,"loss"
"nfl-sd",2,"passing",223,131,1,"loss"
"nfl-sd",1,"rushing",96,0,-1,"win"
"nfl-sd",1,"passing",387,96,1,"win"
"nfl-sea",16,"rushing",145,0,-1,"win"
"nfl-sea",16,"passing",209,145,1,"win"
"nfl-sea",15,"rushing",59,0,-1,"loss"
"nfl-sea",15,"passing",253,59,1,"loss"
"nfl-sea",14,"rushing",182,0,-1,"win"
"nfl-sea",14,"passing",241,182,1,"win"
"nfl-sea",13,"rushing",123,0,-1,"win"
"nfl-sea",13,"passing",301,123,1,"win"
"nfl-sea",12,"rushing",173,0,-1,"win"
"nfl-sea",12,"passing",260,173,1,"win"
"nfl-sea",11,"rushing",100,0,-1,"win"
"nfl-sea",11,"passing",336,100,1,"win"
"nfl-sea",10,"rushing",255,0,-1,"win"
"nfl-sea",10,"passing",253,255,1,"win"
"nfl-sea",9,"rushing",115,0,-1,"loss"
"nfl-sea",9,"passing",228,115,1,"loss"
"nfl-sea",8,"rushing",113,0,-1,"win"
"nfl-sea",8,"passing",210,113,1,"win"
"nfl-sea",7,"rushing",176,0,-1,"win"
"nfl-sea",7,"passing",212,176,1,"win"
"nfl-sea",6,"rushing",115,0,-1,"loss"
"nfl-sea",6,"passing",219,115,1,"loss"
"nfl-sea",5,"rushing",200,0,-1,"loss"
"nfl-sea",5,"passing",197,200,1,"loss"
"nfl-sea",4,"rushing",110,0,-1,"win"
"nfl-sea",4,"passing",235,110,1,"win"
"nfl-sea",3,"rushing",159,0,-1,"win"
"nfl-sea",3,"passing",212,159,1,"win"
"nfl-sea",2,"rushing",119,0,-1,"loss"
"nfl-sea",2,"passing",205,119,1,"loss"
"nfl-sea",1,"rushing",124,0,-1,"loss"
"nfl-sea",1,"passing",219,124,1,"loss"
"nfl-sf",16,"rushing",108,0,-1,"win"
"nfl-sf",16,"passing",350,108,1,"win"
"nfl-sf",15,"rushing",121,0,-1,"loss"
"nfl-sf",15,"passing",201,121,1,"loss"
"nfl-sf",14,"rushing",55,0,-1,"loss"
"nfl-sf",14,"passing",263,55,1,"loss"
"nfl-sf",13,"rushing",71,0,-1,"loss"
"nfl-sf",13,"passing",150,71,1,"loss"
"nfl-sf",12,"rushing",121,0,-1,"win"
"nfl-sf",12,"passing",170,121,1,"win"
"nfl-sf",11,"rushing",67,0,-1,"loss"
"nfl-sf",11,"passing",301,67,1,"loss"
"nfl-sf",10,"rushing",59,0,-1,"loss"
"nfl-sf",10,"passing",247,59,1,"loss"
"nfl-sf",9,"rushing",133,0,-1,"win"
"nfl-sf",9,"passing",185,133,1,"win"
"nfl-sf",8,"rushing",38,0,-1,"loss"
"nfl-sf",8,"passing",151,38,1,"loss"
"nfl-sf",7,"rushing",61,0,-1,"loss"
"nfl-sf",7,"passing",81,61,1,"loss"
"nfl-sf",6,"rushing",65,0,-1,"win"
"nfl-sf",6,"passing",326,65,1,"win"
"nfl-sf",5,"rushing",124,0,-1,"loss"
"nfl-sf",5,"passing",256,124,1,"loss"
"nfl-sf",4,"rushing",77,0,-1,"loss"
"nfl-sf",4,"passing",119,77,1,"loss"
"nfl-sf",3,"rushing",103,0,-1,"loss"
"nfl-sf",3,"passing",53,103,1,"loss"
"nfl-sf",2,"rushing",111,0,-1,"loss"
"nfl-sf",2,"passing",298,111,1,"loss"
"nfl-sf",1,"rushing",230,0,-1,"win"
"nfl-sf",1,"passing",165,230,1,"win"
"nfl-stl",16,"rushing",133,0,-1,"loss"
"nfl-stl",16,"passing",231,133,1,"loss"
"nfl-stl",15,"rushing",102,0,-1,"win"
"nfl-stl",15,"passing",103,102,1,"win"
"nfl-stl",14,"rushing",98,0,-1,"win"
"nfl-stl",14,"passing",221,98,1,"win"
"nfl-stl",13,"rushing",203,0,-1,"win"
"nfl-stl",13,"passing",114,203,1,"win"
"nfl-stl",12,"rushing",66,0,-1,"loss"
"nfl-stl",12,"passing",146,66,1,"loss"
"nfl-stl",11,"rushing",94,0,-1,"loss"
"nfl-stl",11,"passing",251,94,1,"loss"
"nfl-stl",10,"rushing",82,0,-1,"loss"
"nfl-stl",10,"passing",131,82,1,"loss"
"nfl-stl",9,"rushing",94,0,-1,"loss"
"nfl-stl",9,"passing",191,94,1,"loss"
"nfl-stl",8,"rushing",160,0,-1,"loss"
"nfl-stl",8,"passing",160,160,1,"loss"
"nfl-stl",7,"rushing",197,0,-1,"win"
"nfl-stl",7,"passing",191,197,1,"win"
"nfl-stl",6,"rushing",158,0,-1,"win"
"nfl-stl",6,"passing",150,158,1,"win"
"nfl-stl",5,"rushing",191,0,-1,"loss"
"nfl-stl",5,"passing",143,191,1,"loss"
"nfl-stl",4,"rushing",164,0,-1,"win"
"nfl-stl",4,"passing",164,164,1,"win"
"nfl-stl",3,"rushing",71,0,-1,"loss"
"nfl-stl",3,"passing",187,71,1,"loss"
"nfl-stl",2,"rushing",67,0,-1,"loss"
"nfl-stl",2,"passing",146,67,1,"loss"
"nfl-stl",1,"rushing",76,0,-1,"win"
"nfl-stl",1,"passing",276,76,1,"win"
"nfl-tb",16,"rushing",77,0,-1,"loss"
"nfl-tb",16,"passing",309,77,1,"loss"
"nfl-tb",15,"rushing",104,0,-1,"loss"
"nfl-tb",15,"passing",285,104,1,"loss"
"nfl-tb",14,"rushing",146,0,-1,"loss"
"nfl-tb",14,"passing",363,146,1,"loss"
"nfl-tb",13,"rushing",115,0,-1,"loss"
"nfl-tb",13,"passing",176,115,1,"loss"
"nfl-tb",12,"rushing",166,0,-1,"win"
"nfl-tb",12,"passing",222,166,1,"win"
"nfl-tb",11,"rushing",132,0,-1,"loss"
"nfl-tb",11,"passing",212,132,1,"loss"
"nfl-tb",10,"rushing",283,0,-1,"win"
"nfl-tb",10,"passing",238,283,1,"win"
"nfl-tb",9,"rushing",81,0,-1,"win"
"nfl-tb",9,"passing",246,81,1,"win"
"nfl-tb",8,"rushing",136,0,-1,"loss"
"nfl-tb",8,"passing",247,136,1,"loss"
"nfl-tb",7,"rushing",117,0,-1,"win"
"nfl-tb",7,"passing",173,117,1,"win"
"nfl-tb",6,"rushing",190,0,-1,"loss"
"nfl-tb",6,"passing",289,190,1,"loss"
"nfl-tb",5,"rushing",183,0,-1,"win"
"nfl-tb",5,"passing",186,183,1,"win"
"nfl-tb",4,"rushing",141,0,-1,"loss"
"nfl-tb",4,"passing",270,141,1,"loss"
"nfl-tb",3,"rushing",57,0,-1,"loss"
"nfl-tb",3,"passing",261,57,1,"loss"
"nfl-tb",2,"rushing",139,0,-1,"win"
"nfl-tb",2,"passing",194,139,1,"win"
"nfl-tb",1,"rushing",92,0,-1,"loss"
"nfl-tb",1,"passing",181,92,1,"loss"
"nfl-ten",16,"rushing",137,0,-1,"loss"
"nfl-ten",16,"passing",94,137,1,"loss"
"nfl-ten",15,"rushing",30,0,-1,"loss"
"nfl-ten",15,"passing",227,30,1,"loss"
"nfl-ten",14,"rushing",59,0,-1,"loss"
"nfl-ten",14,"passing",223,59,1,"loss"
"nfl-ten",13,"rushing",24,0,-1,"loss"
"nfl-ten",13,"passing",268,24,1,"loss"
"nfl-ten",12,"rushing",210,0,-1,"win"
"nfl-ten",12,"passing",257,210,1,"win"
"nfl-ten",11,"rushing",44,0,-1,"loss"
"nfl-ten",11,"passing",205,44,1,"loss"
"nfl-ten",10,"rushing",104,0,-1,"loss"
"nfl-ten",10,"passing",212,104,1,"loss"
"nfl-ten",9,"rushing",64,0,-1,"loss"
"nfl-ten",9,"passing",178,64,1,"loss"
"nfl-ten",8,"rushing",112,0,-1,"win"
"nfl-ten",8,"passing",371,112,1,"win"
"nfl-ten",7,"rushing",86,0,-1,"loss"
"nfl-ten",7,"passing",125,86,1,"loss"
"nfl-ten",6,"rushing",77,0,-1,"loss"
"nfl-ten",6,"passing",179,77,1,"loss"
"nfl-ten",5,"rushing",63,0,-1,"loss"
"nfl-ten",5,"passing",236,63,1,"loss"
"nfl-ten",4,"rushing",97,0,-1,"loss"
"nfl-ten",4,"passing",179,97,1,"loss"
"nfl-ten",3,"rushing",88,0,-1,"loss"
"nfl-ten",3,"passing",345,88,1,"loss"
"nfl-ten",2,"rushing",166,0,-1,"loss"
"nfl-ten",2,"passing",219,166,1,"loss"
"nfl-ten",1,"rushing",124,0,-1,"win"
"nfl-ten",1,"passing",185,124,1,"win"
"nfl-was",16,"rushing",146,0,-1,"win"
"nfl-was",16,"passing",291,146,1,"win"
"nfl-was",15,"rushing",67,0,-1,"win"
"nfl-was",15,"passing",351,67,1,"win"
"nfl-was",14,"rushing",123,0,-1,"win"
"nfl-was",14,"passing",308,123,1,"win"
"nfl-was",13,"rushing",99,0,-1,"win"
"nfl-was",13,"passing",275,99,1,"win"
"nfl-was",12,"rushing",73,0,-1,"loss"
"nfl-was",12,"passing",193,73,1,"loss"
"nfl-was",11,"rushing",105,0,-1,"win"
"nfl-was",11,"passing",302,105,1,"win"
"nfl-was",10,"rushing",14,0,-1,"loss"
"nfl-was",10,"passing",172,14,1,"loss"
"nfl-was",9,"rushing",209,0,-1,"win"
"nfl-was",9,"passing",301,209,1,"win"
"nfl-was",8,"rushing",37,0,-1,"loss"
"nfl-was",8,"passing",213,37,1,"loss"
"nfl-was",7,"rushing",50,0,-1,"win"
"nfl-was",7,"passing",305,50,1,"win"
"nfl-was",6,"rushing",34,0,-1,"loss"
"nfl-was",6,"passing",191,34,1,"loss"
"nfl-was",5,"rushing",51,0,-1,"loss"
"nfl-was",5,"passing",219,51,1,"loss"
"nfl-was",4,"rushing",127,0,-1,"win"
"nfl-was",4,"passing",290,127,1,"win"
"nfl-was",3,"rushing",88,0,-1,"loss"
"nfl-was",3,"passing",305,88,1,"loss"
"nfl-was",2,"rushing",182,0,-1,"win"
"nfl-was",2,"passing",191,182,1,"win"
"nfl-was",1,"rushing",161,0,-1,"loss"
"nfl-was",1,"passing",188,161,1,"loss"
